title,brand,category,price,battery_life,build_quality,camera,connectivity,customer_service,delivery,design,performance,price_value,screen_display,software_app,sound_audio,total_mentions,overall_score
Sony RDP-M7IPN Lightning iPhone/iPod Portable Speaker Dock - Black,Sony,All Electronics,69.0,,,,,-1.0,,,,,,,,4,-1.0
Zinwell MS2X4RO-03 2x4 Multi-Switch,Zinwell,All Electronics,19.95,,,,,1.0,,1.0,,,,1.0,,4,1.0
"Leviton 47600-QPB EB 12PORT SMC MNT BRKT 12 Q/PORT CONN, Black",Leviton,Tools & Home Improvement,11.96,,-1.0,-1.0,,,,,,-1.0,,-1.0,,4,-1.0
"Sonnet Tempo SSD 6Gb/s SATA PCIe 2.5"" SSD Host Adapter",Sonnet Technologies,Computers,99.99,,,-1.0,,,,,-1.0,-1.0,,-1.0,,4,-1.0
"Lensmate Bird Soft Release Button - Red - fits Any Standard Threaded Release - fits Fujifilm X100V, X100F, X100T, Xpro3 & Xpro2, X-T3, X-T2, X-E3, X-E2s, X-E2, X-T30, X-T20",Lensmate,Camera & Photo,19.95,,,1.0,,,,1.0,,,,,,4,1.0
"Lensmate Tri-Tadpole Soft Release Button - Brass - fits Any Standard Threaded Release - Fujifilm X100V, X100F, X100T, Xpro3 & Xpro2, X-T3, X-T2, X-E3, X-E2s, X-E2, X-T30, X-T20",Lensmate,Camera & Photo,19.95,,1.0,1.0,,,,,,1.0,,1.0,,4,1.0
Kastar Lithium Ion Camera Battery for Sony G Type NPBG1 NP-BG1 Sony Cyber-Shot DSC-H3 DSC-H7 DSC-H9 DSC-H10 DSC-H20 DSC-H50 DSC-H55 DSC-H70 DSC-H90 DSC-W80 DSC-W85 DSC-W90 DSC-WX1 DSC-WX10 HDR-GW55,Kastar,Camera & Photo,7.99,1.0,,,,,,,,,,,,4,1.0
Lanparte HHG-01 3-Axis Handheld Gimbal for Smartphone and GoPro (Black),LanParte,Camera & Photo,199.99,,,,,,,1.0,,,,1.0,,4,1.0
"Canon PowerShot SX530 HS 16MP 50x Opt Zoom Full HD Digital Camera Black Deluxe Bundle w/ 32GB SD Card, 1150mah Battery, Compact Deluxe Gadget Bag, 5"" Flexible Tabletop Tripod, Hispeed Card Reader&More",Canon,Camera & Photo,349.0,,1.0,1.0,,,,1.0,,1.0,,,,4,1.0
"Sony 49mm Front Lens Cap ALCF49S,Black",Sony,Camera & Photo,6.96,,,1.0,,,,,,,,,,4,1.0
"LimoStudio 10 x 9.6 ft. Heavy Duty Backdrop Stand / 10 x 20 ft. Green Background Screen / 700W Continuous Output Umbrella Lighting Kit, AGG408",LimoStudio,Camera & Photo,139.9,,1.0,,,,1.0,,,,,,,4,1.0
SMALLRIG 15mm Long Lens Support Bracket Height Adjustable for DSLR Camera Shoulder Rig (New) - 1087,SMALLRIG,Camera & Photo,21.99,,,,,,,,,1.0,,,,4,1.0
DHT Electronics 2pcs coaxial Coax Adapter BNC Female to UHF Male PL-259 PL259,DHT Electronics,All Electronics,6.8,,,,,,1.0,1.0,1.0,,,,,4,1.0
1000 feet CAT5E 24AWG 4PR Direct Burial Outdoor Gel Filled Ethernet Cable Black,C&E,Computers,239.99,,,,,,,,,1.0,,,,4,1.0
Logitech S520 Cordless Desktop Keyboard and Laser Mouse (Black/Grey),Logitech,All Electronics,73.99,,,,,,,-1.0,,,,,,4,-1.0
"SRAM Road Quickview MTB Compatible with Garmin GPS and Computer Mount, Quarter Turn and Twist",SRAM,Sports & Outdoors,21.87,,,,,,,1.0,,,,,,4,1.0
Sony LCS-BBF/B LCS-BBF/B Soft Carrying Case for Sony NEX series Camera (Black),Sony,Camera & Photo,10.08,,-1.0,,,,,1.0,,,,,,4,0.0
"Sandisk Ultra USB Flash Drive, 64 GB, Black (SDCZ48-064G-A46)",SanDisk,Computers,8.95,,,,,,0.0,,0.0,,,,,4,0.0
Cable Matters HDMI to Mini HDMI Adapter (HDMI Male to Mini HDMI Female Adapter),Cable Matters,All Electronics,7.49,,1.0,,1.0,,,,,1.0,,1.0,,4,1.0
DHT Electronics 2pcs RF coaxial coax adapter BNC male to UHF female SO-239 SO239,DHT Electronics,All Electronics,6.5,,1.0,,1.0,,,,,,,1.0,,4,1.0
Cat 5e Ethernet patch cord 3 feet GREY Cable (20Pack),Ultra Spec Cables,Computers,18.36,,,,,,1.0,,,1.0,,1.0,,4,1.0
"Sandisk SDSDQM-016G - B35A 16GB MicroSDHC Memory Card, Class 4 (RETAIL PACKAGE),Black",SanDisk,All Electronics,6.78,,,,,,,,,1.0,,,,4,1.0
Celestron Advanced VX Computerized Mount,Celestron,Camera & Photo,1179.0,-1.0,-1.0,,,,,,,-1.0,,-1.0,,4,-1.0
Cable Matters Combo Pack Flat Right Angle HDMI Adapter (HDMI 90 Degree Adapter) with 4K and HDR Support,Cable Matters,All Electronics,7.99,,,,,,,,,1.0,,,,4,1.0
"DGK Color Tools DKK 5"" x 7"" Set of 2 White Balance and Color Calibration Charts with 12% and 18% Gray - Includes Frame Stand and User Guide",DGK Color Tools,Camera & Photo,13.99,,,,,,,,,1.0,,,,4,1.0
"iMBAPrice Category 5e (Cat5e) CMR Ethernet Patch Cable (25 Feet, Blue)",iMBAPrice,Computers,5.99,,,,1.0,,,,,,,,,4,1.0
"DELL Optiplex with 20-Inch Monitor (Core 2 Duo 3.0Ghz, 8GB RAM, 1TB HDD, Windows 10 Professional), Black (Renewed)']",Amazon Renewed,Computers,108.6,,,,,-1.0,,,,,,,,4,-1.0
"Brother 0.37""X26.20' Continuous Form Label (BRTM521), Black/Blue",Brother,Office Products,7.99,,,,,,1.0,1.0,1.0,1.0,,,,4,1.0
Cat 5e Ethernet patch cord 3 feet GREY Cable (20Pack),Ultra Spec Cables,Computers,18.36,,,,,,,,,1.0,,,,4,1.0
"LimoStudio 10 x 9.6 ft. Heavy Duty Backdrop Stand / 10 x 20 ft. Green Background Screen / 700W Continuous Output Umbrella Lighting Kit, AGG408",LimoStudio,Camera & Photo,139.9,,,,,,1.0,,,,,,,4,1.0
100 ' feet True 14 Gauge AWG Speaker Wire Car Home Audio Sky High Car Audio ft,Sky High Car Audio,All Electronics,25.99,,1.0,,,,,1.0,,,,,1.0,4,1.0
"iPearl mCover Hard Shell Case for 14"" HP Chromebook 14 G3 X000 Series, Chromebook 14 G4 (T4M32UT#ABA Series), Chromebook 14-ak000 Series, Stream 14-Z000 Series Windows laptops (Clear)",mCover,Computers,34.65,,,,,,,1.0,,,,,,4,1.0
"2GB Upgrade for a Dell Inspiron Mini 10v (1011) System (DDR2 PC2-6400, Non-ECC, )",Crucial,Computers,25.89,1.0,,,1.0,,,,1.0,1.0,,,,4,1.0
"LP-E6 LP E6N Battery Charger, LP Charger Compatible with Canon EOS 90D, 80D, 70D, 60D, 60DA, 7D Mark II, 7D, 6D Mark II, 6D, 5D Mark IV, 5D Mark III, 5D Mark II, 5DS, 5DS R, R5, R6 DSLR Cameras & More",LP,Camera & Photo,12.99,1.0,,,,,,1.0,,,,,,4,1.0
Case Logic VNM-217 17-Inch Laptop Messenger Bag (Black),Case Logic,All Electronics,41.99,,1.0,,,,,1.0,,,,,,4,1.0
"Boytone BT-210FD, Ultra Wireless Bluetooth Main unit, Powerful Sound with Powerful Bass System 30 watt, Excellent Quality Clear Sound & FM radio, with Remote Control Aux Port, SB/SD/ for Smartphone's , Tablets , Desktop Computers , Laptops ,Black Color",Boytone,Home Audio & Theater,109.0,,-1.0,,-1.0,,,,,-1.0,,,-1.0,4,-1.0
Sony Alpha SAL85F28 85mm f/2.8 A-mount Standard & Medium Telephoto Fixed Lens (Black),Sony,Camera & Photo,224.49,,,,,,,,,,,1.0,,4,1.0
"LimoStudio LED Ring Light 18-inch Diameter, Color Temperature Control Available: 3200K–5600K with Height 71.5"" Tripod Stand, Cell Phone Holder, 360° Mini Ball Head Adapter, AGG1451",LS LIMO STUDIO LIMOSTUDIO,Camera & Photo,73.9,,-1.0,-1.0,,,,,,,,,,4,-1.0
SONXTRONIC XDR-1000 BB Premium Fashion Soft Touch Earhook Earbud Sport Running Headphones with Microphone Bass Boxes Design Red,SONXTRONIC,All Electronics,15.99,,1.0,,,,,,,1.0,,1.0,1.0,4,1.0
"LimoStudio Large 10 x 9.6 feet Heavy Duty Backdrop Stand, Background Support System Kit with Easy Install Accessories, Ring Clip, Elastic String Clip for Photography Studio, Party, Events, AGG1395",LS LIMO STUDIO LIMOSTUDIO,Camera & Photo,49.1,,,1.0,,,,,,,,,,4,1.0
"Sanoxy USB 2.0 AB Switch Box, 2 PC to 1 USB 2.0 Device (Printer, Scanner, etc.)",SANOXY,Computers,15.99,,,,1.0,,,,,,,,,4,1.0
"Case of 5,Retevis RT21 Walkie Talkies for Adults Long Range, Handfree Rugged Two Way Radio with Earpiece for Commercial Construction Warehouse Security 2 Way Radios",Retevis,Cell Phones & Accessories,99.99,,0.0,,,,1.0,,,1.0,,0.0,,4,0.5
Brenthaven Pro 15/17 Backpack (2340),Brenthaven,Computers,399.99,,0.0,,,,,1.0,,1.0,,0.0,,4,0.5
"Sony BCVM10 Travel Charger for M series Batteries,Black",Sony,Camera & Photo,44.5,1.0,,1.0,,,1.0,1.0,,,,,,4,1.0
"Sony BDP-BX110/S1100 Blu-ray Player with HDMI cable, Ethernet Streaming 1080p HD Video [Derivative]",Sony,All Electronics,165.27,,,,,1.0,,,,1.0,,,0.0,4,0.667
Klipsch Reference Series R-4B 2.1 Channel Sound Bar,Klipsch,Home Audio & Theater,329.0,,,,,,1.0,,,1.0,,1.0,1.0,4,1.0
"Optimus 2.0 GPS Tracker for Vehicles, Assets, People - 4G LTE - Real-Time GPS Tracking Device - Instant Alerts",Optimus,All Electronics,17.95,-1.0,,,,,,,,,,,,4,-1.0
English US Non-Transparent Keyboard Sticker Black Background,4Keyboard,All Electronics,9.62,,-1.0,,,,,-1.0,,,,,,4,-1.0
NEW Laptop/Notebook AC Adapter/Power Supply Charger+Cord for Acer Aspire,SIB,Computers,14.99,-1.0,,,,,,,,,,-1.0,,4,-1.0
"Focal PS165V1 6” 2-Way Component kit, RMS: 80W - MAX: 160W",Focal,Cell Phones & Accessories,470.0,-1.0,,,,,-1.0,,,-1.0,,,-1.0,4,-1.0
Ubiquiti ROCKETM5 5GHz Hi Power 2x2 MIMO TDMA airMAX BaseStation (ROCKETM5),Ubiquiti Networks,Computers,199.99,,,,1.0,,,,1.0,,,1.0,,4,1.0
"Wasabi Power Battery (2-Pack) and Charger for Pentax D-LI68, D-LI122 and Pentax Q, Q7, Q10, Q-S1, Optio A36, Optio S10, Optio S12, Optio VS20",Wasabi Power,Camera & Photo,16.99,1.0,,,,,,,,1.0,,,,4,1.0
"Monoprice 107186 RCA Plug to 2 RCA Jack Splitter Adaptor, Gold Plated Black",Monoprice,Home Audio & Theater,3.98,,,1.0,,,,,,,,,1.0,4,1.0
Panasonic RQ-L31 Portable Cassette Recorder with Slide Microphone,Panasonic,All Electronics,83.98,1.0,1.0,,,1.0,,,1.0,,,,,4,1.0
"Monoprice 105309 14-Inch 14AWG Power Cord Splitter Cable, Black (2 Pack)",Monoprice,All Electronics,14.99,,,,,,,,,,,1.0,,4,1.0
Intel Core 2 Duo E8600 3.33GHz Desktop Processor,Intel,Computers,29.88,,,,,,1.0,,1.0,1.0,,,,4,1.0
"Wasabi Power Battery (2-Pack) and Charger for Samsung SLB-07, SLB-07A, SLB-07B, PL100, PL150, ST50, ST500, ST550, ST600, TL100, TL205, TL210, TL220, TL225, TL90",Wasabi Power,Camera & Photo,18.99,0.0,,0.0,,,,,,,,,,4,0.0
Ubiquiti UniFI AP Outdoor 2x2 MIMO 5GHz 802.11n/a,Ubiquiti Networks,Computers,199.99,,,,1.0,,,,1.0,,,,,4,1.0
"Intel Core 2 Duo Processor E8500 3.16GHz 1333MHz 6MB LGA775 CPU, OEM",Intel,Computers,129.95,,,,,,,,1.0,1.0,,,,4,1.0
Firestik 2MCKB 4 Ft -122 Cm 2-Meter Base Antenna,FireStik,Home Audio & Theater,70.0,,,,,,1.0,,,,,,,4,1.0
Intel Core 2 Quad Q9300 2.50GHz Processor,Intel,Computers,38.04,,-1.0,,,,,,-1.0,1.0,,-1.0,,4,-0.5
FireStik K-4A Stud with Screw-On Coaxial Termination for Antenna Mirror Mounts,FireStik,Automotive,12.05,,0.0,,,,,,,,,,,4,0.0
"Ubiquiti UniFi Switch - 24 Ports Managed (US-24-250W),White",Ubiquiti Networks,Computers,380.99,,1.0,,,,,,,,,,,4,1.0
AMD A6-6400K Richland 3.9GHz Socket FM2 65W Dual-Core Desktop Processor AMD Radeon HD AD640KOKHLBOX,AMD,Computers,95.0,,1.0,,,,,,1.0,1.0,,1.0,,4,1.0
FireStik FL3-B Three Foot Firefly Antenna with Tuneable Tip (Black),FireStik,All Electronics,27.79,,,,,,,1.0,,,,,,4,1.0
"Monoprice 102509 VGA to S-Video/RCA (Composite) Adapter Cable, Black",Monoprice,Home Audio & Theater,6.48,,-1.0,,-1.0,,,,,-1.0,,,,4,-1.0
"Panda Wireless® Mid Range 150Mbps Wireless N USB Adapter w/ 2dBi Antenna - Win XP/Vista/7/8/10/11, Mint, Ubuntu, MX Linux, Manjaro, Fedora, Centos, Kali Linux and Raspbian",Panda Wireless,All Electronics,17.99,,,,-1.0,,,,,,,,,4,-1.0
Monoprice 0.5m 30AWG Internal Mini SAS 36pin (SFF-8087) Male w/ Latch to SATA 7pin Female (x4) Forward Breakout Cable - Black,Monoprice,Computers,19.25,,,,,,-1.0,,,,,-1.0,,4,-1.0
Axion AXN-8706 120 Hz 7-Inch Widescreen Portable LCD TV,Axion,All Electronics,109.99,-1.0,,1.0,,-1.0,,,,,,-1.0,,4,-0.5
"Mobius Pro Mini Action Cam (2022 2K Version) - 1080P Full HD Mini Sports Action Dash Camera - DVR Video Recorder with WDR, Large FOV, FPV, Motion Detection & Time Lapse",Black Box,Camera & Photo,79.99,,1.0,1.0,,,,,,,,,,4,1.0
Altec Lansing PT7031 Powered 5.1 Channel Home Theater System,Altec Lansing,All Electronics,169.99,,1.0,,,,,1.0,,1.0,,,1.0,4,1.0
Targus Wireless Optical Stow-N-Go Notebook Mouse (AMW25US),Targus,Computers,19.99,,-1.0,,-1.0,,,-1.0,,-1.0,,,,4,-1.0
Targus Universal USB 3.0 SV Docking Station (ACP076US),Targus,Computers,75.0,,,-1.0,,,,-1.0,-1.0,,,-1.0,,4,-1.0
"Alpine Type-S SPS-410 4"" Coaxial 2-Way Car Audio Speakers",Alpine,Cell Phones & Accessories,79.95,,,,,,,,,,,,1.0,4,1.0
Ubiquiti ROCKETM5 5GHz Hi Power 2x2 MIMO TDMA airMAX BaseStation (ROCKETM5),Ubiquiti Networks,Computers,199.99,,,,,,,,,,,1.0,,4,1.0
Monoprice 110013 Premium 2-Way Coax Cable Splitter F-Type Screw for Video VCR Cable TV Antenna (110013),Monoprice,Computers,5.97,,,,1.0,,,,1.0,,,,,4,1.0
"Wasabi Power Battery (2-Pack) and Charger for Panasonic VW-VBN260 and Panasonic HC-X800, HC-X900, HC-X900M, HC-X910, HC-X920, HC-X920M, HDC-HS900, HDC-SD800, HDC-SD900, HDC-TM900 (2800mAh)",Wasabi Power,Camera & Photo,49.99,1.0,,,,,,,,,,,,4,1.0
AudioQuest Y splitter - one RCA female to two RCA male 6in (15.24cm) cable,AudioQuest,Home Audio & Theater,24.95,,1.0,,,,,,,,,1.0,1.0,4,1.0
"Fotodiox Lens Hood Replacement for HB-32 Compatible with Nikon Nikkor AF-S 18-70mm, 18-105mm VR, 18-135mm, and 18-140mm VR f/3.5-5.6G Lens",Fotodiox,Camera & Photo,9.95,,,1.0,,,,,,,,1.0,,4,1.0
Panasonic DMP-BD655 networked Blu-Ray Disc Player,Panasonic,All Electronics,85.21,,,,-1.0,,-1.0,,,-1.0,,-1.0,,4,-1.0
AMD Quad Core A10-Series APU for Desktops A10-6800K with Radeon HD 8670D (AD680KWOHLBOX),AMD,Computers,94.97,,,,,,1.0,,1.0,,,,,4,1.0
"Fotodiox Hand Hold Collapsible Disc, Tri-Fold Reflector + Gray Card/White Balance Digital Target Combo",Fotodiox,Camera & Photo,20.2,,,,,,,-1.0,,-1.0,,,,4,-1.0
"Fotodiox Fotodiox Premium Grade Studio Umbrella Softbox, 43-Inch Black and Silver Reflective Interior with Neutral White Shoot-Through Cover",Fotodiox,Camera & Photo,19.95,,-1.0,-1.0,,,-1.0,,,,,,,4,-1.0
The Accessory Pro® Anti-Fog Inserts Compatible with GoPro® Cameras - Lifetime Supply,The Accessory Pro,Camera & Photo,5.74,,,-1.0,,,,,,,,,,4,-1.0
Fotodiox Camera Hand Strap - Padded Leather Hand Strap for DSLR and Mirrorless Cameras,Fotodiox,Camera & Photo,12.95,,-1.0,-1.0,,,,,,-1.0,,-1.0,,4,-1.0
Gigabyte R9 270X GDDR5-2GB 2xDVI/HDMI/DP OC Graphics Card (GV-R927XOC-2GD),Gigabyte,Computers,288.02,,1.0,,,,,,1.0,,,1.0,,4,1.0
"Panasonic DMR-E80H Progressive-Scan DVD Player/Recorder with Hard Drive , Silver",Panasonic,All Electronics,239.0,,,,,-1.0,,-1.0,-1.0,,,-1.0,,4,-1.0
"Noctua NA-SYC1, 4 Pin Y-Cables for PC Fans (Black)",Noctua,Computers,9.95,,1.0,,,,,,,,,,,4,1.0
"Intel 7265 IEEE 802.11ac Bluetooth 4.0 - Wi-Fi/Bluetooth Combo Adapter M.2 2230, 1216",Intel,Computers,22.5,,,,1.0,,,,,,,,,4,1.0
Tenq 3in1 Multi-Function Universal Pouch Bag Holster Case for GPS Pmr446 Motorola Kenwood Midland Icom Yaesu Two Way Radio Transceiver Walkie Talkie 20b,TENQ,Cell Phones & Accessories,9.99,1.0,,,,,,,,1.0,,,,4,1.0
"Wasabi Power Battery (2-Pack) and Charger for Panasonic CGA-S007, DMW-BCD10 and Select Panasonic Cameras",Wasabi Power,Camera & Photo,18.99,1.0,,1.0,,,,,,,,,,4,1.0
Tenq 3in1 Multi-Function Universal Pouch Bag Holster Case for GPS Pmr446 Motorola Kenwood Midland Icom Yaesu Two Way Radio Transceiver Walkie Talkie 20b,TENQ,Cell Phones & Accessories,9.99,,,,,-1.0,,,,,,,,4,-1.0
Monoprice Data Cable - 2 Feet - 4-pin MOLEX Male to 4X 15-pin SATA II Female Power Cable (Net Jacket),Monoprice,Home Audio & Theater,8.97,1.0,1.0,,,,,,,1.0,,,,4,1.0
Giottos CL1310 Retractable 2-Position Goat Hair Brush,Giotto's,Camera & Photo,12.99,,1.0,,,,,1.0,,,,1.0,,4,1.0
SABRENT USB 2.0 External Surround Sound Adapter - Add Sound to a Desktop or Notebook - Driverless! (USB-SBCV),SABRENT,All Electronics,7.98,,,,,,-1.0,-1.0,,,,,-1.0,4,-1.0
"Panasonic HDC-HS9 AVCHD 3CCD 60GB Hard Drive High Definition Hybrid Camcorder with 10x Optical Image Stabilized Zoom (Discontinued by Manufacturer),Silver",Panasonic,Camera & Photo,359.99,,,-1.0,,-1.0,,,,-1.0,,-1.0,,4,-1.0
"Fotga E-Type Camera Flash Speedlite Mount Swivel Light Stand Bracket with Umbrella Reflector Holder, Cold Shoe Clip for Camera DSLR Nikon Canon Pentax Olympus and other DSLR Flashes Studio LED Light",FOTGA,Tools & Home Improvement,11.99,,1.0,,,,,,,,,,,4,1.0
Televue Sol-Searcher Solar Finder,Televue,Camera & Photo,45.0,,,-1.0,,,,,,-1.0,,-1.0,,4,-1.0
"TeleDirect Premium Telephone Line Cord Heavy Duty RJ11, Silver Satin",1st Choice,All Electronics,4.99,,,,,,,1.0,,1.0,,,,4,1.0
NETGEAR Wireless-N 300 USB Adapter (WNA3100) - Manufacturer Refurbished,NETGEAR,Computers,125.3,,,,,,,-1.0,,,,,,4,-1.0
"TekNmotion Intruder Gaming Headset for Tablets, Smartphones, PC and Mac",TekNmotion,Computers,139.95,,-1.0,,,-1.0,-1.0,,,,,,-1.0,4,-1.0
"Wasabi Power Battery (2-Pack) and Charger for Panasonic CGA-S007, DMW-BCD10 and Select Panasonic Cameras",Wasabi Power,Camera & Photo,18.99,1.0,,,,,1.0,,,,,,,4,1.0
"PcProfessional Screen Protector for Toshiba Satellite 15.6"" High Clarity Anti Scratch filter radiation+ high quality microfiber cloth",PcProfessional,Computers,12.99,,-1.0,,,,,,,-1.0,-1.0,-1.0,,4,-1.0
Fellowes 8030401 Laptop GoRiser - iPhone,Fellowes,Office Products,26.14,,-1.0,,,,,,-1.0,-1.0,,-1.0,,4,-1.0
"Fotodiox Lens Mount Adapter Compatible with Canon EOS EF and EF-S Lenses on Sony E-Mount Cameras, (EOS-SnyE)",Fotodiox,Camera & Photo,19.95,,,-1.0,,,,,,-1.0,,,,4,-1.0
ALZO Smoothy Zoom Focus Assist - works like follow focus - adapts to many different camera lens,ALZO digital,Camera & Photo,11.36,,-1.0,-1.0,,,,,,-1.0,,,,4,-1.0
"BM BP-820 Battery and Charger for Canon VIXIA HF G50, HF G60, HF G70, XA40, XA45, XA50, XA55, GX10, HF G20, HF G21, HFG30, HFG40, XA10, XA11, XA15, XA20, XA25, XA60, XA65, XA70, XA75, XF400, XF405",BM Premium,Camera & Photo,36.95,1.0,,,,,,,,,,,,4,1.0
"Epson LabelWorks Clear Tape Cartridge (Black on Clear) (~1/2 Inch, ~30 Feet) (LC-4TBN9)",Epson,All Electronics,29.99,,1.0,,,,,,,,,1.0,,4,1.0
Intellinet 12-Port Cat-5e Network Patch Panel Wall-Mount with 89D Bracket – Installer Grade 3mm 50 Micro-inch Gold Plated Jack Contacts - Lifetime Warranty - Black 162470,Intellinet Network Solutions,Computers,35.0,,1.0,,1.0,,,1.0,,,,1.0,,4,1.0
AFUNTA Pro Handheld Video DSLR Camera Stabilizer Steady Compatible GoPro Cannon Nikon Sony Camera Cam Camcorder DV Smartphone up to 2.1 lbs with Smooth Pro Steady Glide -Red/Silver/Black,AFUNTA,Camera & Photo,28.99,,,1.0,,,,,,,,,,4,1.0
GoVideo VR4940 Progressive-Scan DVD Player/Recorder with VCR,Go Video,All Electronics,230.0,,1.0,1.0,,,,,1.0,,,1.0,,4,1.0
BM Premium 2-Pack of NP-85 Batteries for Fujifilm FinePix S1 SL240 SL260 SL280 SL300 SL305 SL1000 Digital Camera,BM Premium,Camera & Photo,18.99,1.0,,1.0,,,,,,,,1.0,,4,1.0
"Arctic Silver 5 (AS5-12G) 12G Polysynthetic Silver Thermal Compound + Microfiber (7"" X 6"") Cleaning Cloth",Arctic Silver 5,Computers,21.98,,,,,1.0,,,1.0,1.0,,,,4,1.0
Iomega Zip 250 MB USB External Drive (PC/Mac),Iomega,All Electronics,229.99,,,,,,1.0,,,,,,,4,1.0
Plantronics 18straight Cable - Quick Disconnect To 2.5 Mm Plug,Plantronics,All Electronics,15.99,,,,,,1.0,,,,,,,4,1.0
Plantronics 18straight Cable - Quick Disconnect To 2.5 Mm Plug,Plantronics,All Electronics,15.99,,1.0,,,,,,,,,1.0,1.0,4,1.0
Ultralast UL-BP38 Replacement Rechargeable Battery for Uniden GMRS/FRS,ULTRALAST,Home Audio & Theater,18.99,,-1.0,,,,,,,-1.0,,,,4,-1.0
"BONAMART Silicone Keyboard Cover Compatible for Apple MacBook Mac 13""-15"" Peach",BONAMART,Office Products,11.99,,,,,,,-1.0,,-1.0,,,,4,-1.0
Heritage Type 1 Hand Grip with Plate (Black),Herringbone,Camera & Photo,49.99,,0.0,0.0,,,,0.0,,,,1.0,,4,0.25
"Plantronics Amplifier Coil Cord to QD Modular Plug, 26716-01",Plantronics,All Electronics,16.82,,,,,-1.0,,,,,,,,4,-1.0
"Uniden BCD996P2 Digital Mobile TrunkTracker V Scanner, 25,000 Dynamically Allocated Channels, Close Call RF Capture Technology, 4-Line Alpha display, Base/Mobile Design, Phase 2, Location-Based Scanning",Uniden,Cell Phones & Accessories,392.09,,,,1.0,,1.0,,,1.0,,1.0,,4,1.0
"BP-446 BT-446 BT-1005 Cordless Phone Battery 800MAH For Uniden, Bulk Packaging) Pack of 4",Gator Crunch,All Electronics,11.59,1.0,,,1.0,,1.0,,,,,,,4,1.0
"Plantronics CS540 Spare Headset, No Charger Included",Plantronics,Home Audio & Theater,117.99,-1.0,,,-1.0,,-1.0,,,,,-1.0,,4,-1.0
Microsoft Sculpt Mobile Mouse - Black (43U-00001),Microsoft,All Electronics,29.99,1.0,1.0,,1.0,,,,,,,,,4,1.0
"Alpine PDX-V9, 5-Channel Extreme Power Density Digital Amplifier",Alpine,Cell Phones & Accessories,819.95,1.0,,,1.0,,,1.0,,,,,1.0,4,1.0
"Allsop Headset Hangout, Universal Headphone Stand & Tablet Holder, Adjustable with 4 Viewing Angles and Cord Management System (31661),Black, 9.5"" x 3.5"" x 8""",Allsop,Amazon Home,14.99,,1.0,,,,,1.0,,,,,,4,1.0
ACDelco GM Genuine Parts 15038566 Front Door Radio Speaker,ACDelco,Automotive,65.69,,,-1.0,,,-1.0,,,-1.0,,,-1.0,4,-1.0
Alfa Network APA-M25 Dual Band 2.4GHz/5GHz 8 / 10dBi high gain Directional Indoor Panel Antenna with RP-SMA Connector (Compare to Asus WL-ANT-157),ALFA Network,All Electronics,21.95,,,,-1.0,,,,,-1.0,,,,4,-1.0
"Economical CPU Holder, CS-21",Ziotek,Computers,15.99,,-1.0,,,,,,-1.0,,,-1.0,,4,-1.0
BW Car Rear View Reversing Camera for Volkswagen - Black,BW,Portable Audio & Accessories,24.96,,1.0,,,,1.0,,1.0,1.0,,,,4,1.0
"Earphones Plus Heavy Duty 12 ft. Earphone, Earbud Extension Cord; 3.5mm.",Earphones Plus,Home Audio & Theater,8.95,,,,,,,,,,,,1.0,4,1.0
Pioneer TS-A250D4 10 Inch 1300 Watts Max Power Dual 4-Ohm Voice Coil A Series Car Audio Stereo Subwoofer Loudspeakers,PIONEER,Car Electronics,100.0,,,,,,,1.0,,1.0,,,,4,1.0
"Pioneer TS-A1676R A Series 6.5 inch 320 Watts Max 3-Way Car Speakers Pair with Multilayer Mica Matrix Cone Design,black",PIONEER,Car Electronics,47.95,,,,,,,,,,,1.0,1.0,4,1.0
Microsoft Wheel Mouse Optical,Microsoft,All Electronics,29.99,,,,-1.0,,,1.0,,,,-1.0,,4,-0.333
"Extruded Aluminum Enclosure Kit, Silver, for Ham It Up v1.3 RF Upconverter for NESDR and RTL-SDR radios",NooElec,Home Audio & Theater,18.95,,,,,,,,,,-1.0,-1.0,,4,-1.0
Pentax 65792 XCF 10x50 Binoculars with Case,Pentax,Camera & Photo,149.97,,,,,,,,,1.0,,,,4,1.0
"Taglio PIVKey C910 Certificate Based PKI Smart Card for Authentication and Identification, Dual Interface Contact/Contactless Smart Card, Supports Windows PIV Drivers, Standard ISO.",Taglio,Computers,14.98,,,-1.0,,-1.0,,-1.0,,,,-1.0,,4,-1.0
Fancierstudio 10’x12’ Green Screen Background Stand Kit Backdrop Support System Kit,Fancierstudio,Camera & Photo,69.99,,,,,1.0,,,,1.0,0.0,,,4,0.667
Mighty Mule Wireless Digital Keypad (FM137),Mighty Mule,Tools & Home Improvement,56.81,,-1.0,,,,,,,,,,,4,-1.0
Pentax Q10 12.4MP with 02 zoom lens kit (Silver),Pentax,Camera & Photo,229.0,,1.0,1.0,,,,1.0,,,,-1.0,,4,0.5
"PetSafe In-Ground Dog Fence Surge Protector, Electric Underground Pet Fence Lightning Protector – From the Parent Company of INVISIBLE FENCE Brand",PetSafe,Pet Supplies,13.76,-1.0,,,,,,,,-1.0,,-1.0,,4,-1.0
TYT CP-06 Programming Cable with Software CD TH-9800 Mobile Radio Transceiver Black,TYT,All Electronics,8.88,,,,,,1.0,,1.0,,,,,4,1.0
TYT CP-06 Programming Cable with Software CD TH-9800 Mobile Radio Transceiver Black,TYT,All Electronics,8.88,,,,,,,,,,,,1.0,4,1.0
